Date,Buffer pressure min,Buffer pressure max,Annulus pressure min,Annulus pressure max,Flow pressure min,Flow pressure max,T min,T max,Qliq,Qoil,Water cut,Qgas,Choke,Gas factor,Gas injection rate,Downtime,Potential oil production,Potential liquid production
2023-04-06,20.3,27.5,78.0,79.0,15.2,18.5,45,49,184.999992,76.96296296,58.4,33290,18,534,11.04,0.0,62.34,185.0
2023-04-07,20.3,27.7,78.0,79.0,15.5,20.0,46,49,181.999992,76.07407407,58.2,33563,18,545,10.99,0.0,61.62,182.0
2023-04-08,21.0,27.7,78.0,79.0,15.3,18.3,46,49,181.999992,76.07407407,58.2,33563,18,545,11.01,0.0,61.62,182.0
2023-04-09,21.0,28.0,77.8,78.3,15.3,19.1,46,49,181.999992,76.07407407,58.2,33563,18,545,11.0,0.0,61.62,182.0
2023-04-10,19.8,27.5,77.8,78.3,15.3,19.4,46,49,181.999992,76.07407407,58.2,33563,18,545,11.0,0.0,61.62,182.0
2023-04-11,20.0,28.0,77.8,78.3,15.4,20.0,46,49,180.0,74.87654321,58.4,34199,18,564,11.03,0.0,60.65,180.0
2023-04-12,20.8,27.5,77.8,78.3,15.5,19.0,46,49,180.0,74.87654321,58.4,34199,18,564,10.97,0.0,60.65,180.0
2023-04-13,20.4,27.4,77.8,78.3,15.5,18.8,46,49,180.0,74.87654321,58.4,34199,18,564,11.01,0.0,60.65,180.0
2023-04-14,20.4,27.6,77.8,78.3,15.5,20.7,46,49,180.999984,75.48148148,58.3,34807,18,569,10.93,0.0,61.14,181.0
2023-04-15,20.6,27.3,77.8,78.3,15.8,19.7,46,49,180.999984,75.48148148,58.3,34807,18,569,11.0,0.0,61.14,181.0
2023-04-16,20.6,27.3,77.8,78.3,15.8,19.3,46,49,180.999984,75.48148148,58.3,34807,18,569,10.99,0.0,61.14,181.0
2023-04-17,20.6,25.5,77.8,78.3,15.4,19.4,46,49,180.999984,75.48148148,58.3,34807,18,569,11.0,0.0,61.14,181.0
2023-04-18,20.3,27.7,77.8,78.3,15.4,20.9,46,49,178.999992,73.92592593,58.7,34601,18,578,10.98,0.0,59.88,179.0
2023-04-19,20.0,27.0,77.8,78.3,15.4,19.7,46,49,178.999992,73.92592593,58.7,34601,18,578,11.07,0.0,59.88,179.0
2023-04-20,20.0,27.0,77.8,78.3,15.4,19.5,46,49,178.999992,73.92592593,58.7,34601,18,578,10.95,0.0,59.88,179.0
2023-04-21,19.2,27.3,77.8,78.3,15.4,19.5,46,49,178.999992,73.92592593,58.7,34601,18,578,11.0,0.0,59.88,179.0
2023-04-22,19.7,27.3,77.8,78.3,15.6,20.3,46,49,177.0,72.56790123,59.0,34206,18,582,11.0,0.0,58.78,177.0
2023-04-23,20.0,27.3,77.8,78.3,15.6,18.0,46,49,177.0,72.56790123,59.0,34206,18,582,11.01,0.0,58.78,177.0
2023-04-24,20.3,26.9,77.8,78.1,15.7,17.5,46,49,177.0,72.56790123,59.0,34206,18,582,11.02,0.0,58.78,177.0
2023-04-25,19.3,27.5,77.0,78.0,15.6,17.3,46,49,177.0,72.56790123,59.0,34206,18,582,11.03,0.0,58.78,177.0
2023-04-26,20.2,27.8,77.0,78.0,15.7,20.3,46,49,177.999984,72.08641975,59.5,34422,18,590,11.03,0.0,58.39,178.0
2023-04-27,19.6,27.7,77.0,78.0,15.6,17.8,46,49,177.999984,72.08641975,59.5,34422,18,590,11.01,0.0,58.39,178.0
2023-04-28,19.6,28.0,77.0,78.0,15.6,17.4,46,49,177.999984,72.08641975,59.5,34422,18,590,11.02,0.0,58.39,178.0
2023-04-29,19.6,28.3,77.5,78.1,15.6,17.6,46,49,177.999984,72.08641975,59.5,34422,18,590,11.03,0.0,58.39,178.0
2023-04-30,19.0,27.5,77.5,78.1,15.6,19.5,46,49,171.999984,69.49382716,59.6,32669,18,580,11.01,0.0,56.29,172.0
2023-05-01,20.0,27.3,77.7,78.1,15.6,17.6,46,49,171.999984,69.49382716,59.6,32669,18,580,11.02,0.0,56.29,172.0
2023-05-02,20.0,27.4,77.0,78.1,15.3,18.0,46,49,171.999984,69.49382716,59.6,32669,18,580,11.03,0.0,56.29,172.0
2023-05-03,20.1,27.1,77.0,78.0,15.5,18.1,46,49,171.999984,69.49382716,59.6,32669,18,580,11.02,0.0,56.29,172.0
2023-05-04,20.2,27.3,77.0,78.0,15.5,18.2,46,49,171.999984,69.49382716,59.6,32669,18,580,11.02,0.0,56.29,172.0
2023-05-05,19.7,27.3,77.0,78.0,15.6,18.0,46,49,171.999984,69.49382716,59.6,32669,18,580,11.01,0.0,56.29,172.0
2023-05-06,20.0,27.1,77.0,78.0,15.6,18.2,46,49,171.999984,69.49382716,59.6,32669,18,580,11.04,0.0,56.29,172.0
2023-05-07,19.6,27.3,77.0,78.0,15.0,16.8,46,49,171.999984,69.49382716,59.6,32669,18,580,11.03,0.0,56.29,172.0
2023-05-08,19.0,26.8,77.0,78.0,14.8,17.0,46,49,171.999984,69.49382716,59.6,32669,18,580,11.04,0.0,56.29,172.0
2023-05-09,18.9,27.5,77.0,78.0,15.5,17.8,46,49,171.999984,69.49382716,59.6,32669,18,580,11.03,0.0,56.29,172.0
2023-05-10,19.0,27.2,77.0,78.0,15.0,18.3,46,49,171.999984,69.49382716,59.6,32669,18,580,11.05,0.0,56.29,172.0
2023-05-11,19.5,27.3,77.0,78.0,15.2,18.3,46,49,171.999984,69.49382716,59.6,32669,18,580,11.03,0.0,56.29,172.0
2023-05-12,19.9,27.1,77.0,78.0,15.3,17.8,46,49,171.999984,69.49382716,59.6,32669,18,580,11.03,0.0,56.29,172.0
2023-05-13,19.5,27.1,77.0,78.0,15.2,17.5,46,49,171.999984,69.49382716,59.6,32669,18,580,11.03,0.0,56.29,172.0
2023-05-14,19.8,27.5,77.0,78.0,14.9,18.5,46,49,177.0,69.74074074,60.6,34590,18,612,11.04,0.0,56.49,177.0
2023-05-15,19.8,27.5,77.0,78.0,14.9,18.5,46,49,177.0,69.74074074,60.6,34590,18,612,11.04,0.0,56.49,177.0
2023-05-16,19.3,27.2,77.0,78.0,14.9,18.5,46,49,177.0,69.74074074,60.6,34590,18,612,11.02,0.0,56.49,177.0
2023-05-17,19.9,27.0,77.0,78.0,15.0,19.5,46,49,177.0,69.74074074,60.6,34590,18,612,11.03,0.0,56.49,177.0
2023-05-18,19.9,27.0,77.0,78.0,15.0,19.5,46,49,175.999992,70.04938272,60.2,34856,18,614,11.02,0.0,56.74,176.0
2023-05-19,19.0,27.3,77.9,78.3,14.8,17.9,46,49,175.999992,70.04938272,60.2,34856,18,614,11.04,0.0,56.74,176.0
2023-05-20,19.9,26.9,77.9,78.3,14.8,18.4,46,49,175.999992,70.04938272,60.2,34856,18,614,11.22,0.0,56.74,176.0
2023-05-21,19.3,26.8,77.9,78.3,15.0,29.6,46,49,174.0,68.90123457,60.4,33847,18,606,10.96,0.0,55.81,174.0
2023-05-22,19.6,27.3,77.9,78.3,15.2,17.8,46,49,174.0,68.90123457,60.4,33847,18,606,11.02,0.0,55.81,174.0
2023-05-23,19.6,27.3,77.9,78.3,15.2,17.8,46,49,174.0,68.90123457,60.4,33847,18,606,11.04,0.0,55.81,174.0
2023-05-24,20.2,27.3,77.8,78.4,15.0,20.0,46,48,174.0,68.72839506,60.5,32623,18,586,11.04,0.0,55.67,174.0
2023-05-25,21.1,26.7,77.8,78.4,15.0,22.2,46,48,174.0,68.72839506,60.5,32623,18,586,10.97,0.0,55.67,174.0
2023-05-26,19.8,26.9,77.8,78.3,15.3,22.9,45,48,174.0,68.72839506,60.5,32623,18,586,10.97,0.0,55.67,174.0
2023-05-27,20.4,26.2,78.0,78.3,15.3,17.8,46,48,174.0,68.72839506,60.5,32623,18,586,10.99,0.0,55.67,174.0
2023-05-28,19.9,26.7,78.0,78.3,15.0,17.8,46,48,174.0,68.72839506,60.5,32623,18,586,11.0,0.0,55.67,174.0
2023-05-29,20.1,26.3,77.9,78.3,15.1,20.3,46,48,172.999992,68.16049383,60.6,34239,18,620,10.98,0.0,55.21,173.0
2023-05-30,19.4,26.7,78.0,78.3,15.1,17.5,46,48,172.999992,68.16049383,60.6,34239,18,620,11.04,0.0,55.21,173.0
2023-05-31,20.4,26.3,78.0,78.3,15.2,17.5,46,48,172.999992,68.16049383,60.6,34239,18,620,10.99,0.0,55.21,173.0
2023-06-01,20.2,26.2,79.6,81.7,15.2,19.7,46,48,169.999992,66.97530864,60.6,31127,18,574,11.0,0.0,54.25,170.0
2023-06-02,19.2,26.5,77.9,78.2,15.2,17.9,46,48,169.999992,66.97530864,60.6,31127,18,574,11.0,0.0,54.25,170.0
2023-06-03,20.0,26.9,77.9,78.2,15.4,17.9,46,48,169.999992,66.97530864,60.6,31127,18,574,10.99,0.0,54.25,170.0
2023-06-04,19.4,26.4,77.9,78.2,15.4,19.8,46,48,171.0,67.71604938,60.4,34792,18,634,10.99,0.0,54.85,171.0
2023-06-05,19.4,26.4,77.9,78.2,15.4,19.8,46,48,171.0,67.71604938,60.4,34792,18,634,11.17,0.0,54.85,171.0
2023-06-06,20.0,26.1,77.9,78.2,15.4,17.3,46,48,171.0,67.71604938,60.4,34792,18,634,11.02,0.0,54.85,171.0
2023-06-07,20.0,28.0,77.9,78.2,15.1,20.0,46,48,174.0,69.60493827,60.0,36415,18,646,11.0,0.0,56.38,174.0
2023-06-08,20.5,26.2,77.9,78.2,15.3,16.8,46,48,174.0,69.60493827,60.0,36415,18,646,11.05,0.0,56.38,174.0
2023-06-09,19.5,26.5,77.9,78.2,15.3,17.0,46,48,174.0,69.60493827,60.0,36415,18,646,11.01,0.0,56.38,174.0
2023-06-10,19.3,26.1,77.9,78.2,15.4,19.5,46,48,168.999984,66.41975309,60.7,34146,18,635,10.96,0.0,53.8,169.0
2023-06-11,18.2,27.1,77.9,78.2,14.5,18.5,46,48,168.999984,66.41975309,60.7,34146,18,635,10.75,0.0,53.8,169.0
2023-06-12,19.3,26.6,77.9,78.2,15.0,18.0,46,48,168.999984,66.41975309,60.7,34146,18,635,10.98,0.0,53.8,169.0
2023-06-13,20.0,26.0,83.0,83.5,15.0,19.4,46,48,168.999984,66.58024691,60.6,34110,18,632,11.0,0.0,53.93,169.0
2023-06-14,20.7,25.8,83.0,83.3,15.6,17.7,46,48,168.999984,66.58024691,60.6,34110,18,632,11.0,0.0,53.93,169.0
2023-06-15,21.1,25.9,83.0,83.3,15.4,19.5,46,48,166.999992,64.96296296,60.6,34635,18,658,11.01,0.0,53.93,167.0
2023-06-16,20.3,26.6,82.8,83.3,15.2,17.4,46,48,166.999992,64.96296296,61.1,34635,18,658,11.0,0.0,52.62,167.0
2023-06-17,20.4,25.8,82.8,83.3,15.2,17.2,46,48,166.999992,64.96296296,61.1,34635,18,658,11.01,0.0,52.62,167.0
2023-06-18,20.4,25.8,82.8,83.3,15.2,19.2,46,48,168.0,65.35802469,61.1,33864,18,640,11.0,0.0,52.94,168.0
2023-06-19,20.0,25.8,82.5,83.3,15.3,19.5,46,48,168.0,65.35802469,61.1,33864,18,640,11.01,0.0,52.94,168.0
2023-06-20,18.5,26.3,82.8,83.3,15.3,18.2,46,48,168.0,65.35802469,61.1,33864,18,640,11.01,0.0,52.94,168.0
2023-06-21,18.3,26.3,82.8,83.5,15.2,18.3,46,48,168.0,65.18518519,61.2,33860,18,641,11.02,0.0,52.8,168.0
2023-06-22,20.6,25.6,82.8,83.1,15.2,18.6,46,48,168.0,65.18518519,61.2,33860,18,641,11.01,0.0,52.8,168.0
2023-06-23,20.5,25.6,82.5,83.1,15.0,18.5,46,48,168.0,65.18518519,61.2,33860,18,641,11.01,0.0,52.8,168.0
2023-06-24,20.1,26.8,83.4,83.9,15.3,19.8,46,48,168.0,65.85185185,60.8,31810,18,596,11.02,0.0,53.34,168.0
2023-06-25,20.2,26.6,83.3,83.9,15.2,18.8,46,48,168.0,65.85185185,60.8,31810,18,596,12.01,0.0,53.34,168.0
2023-06-27,20.1,26.2,83.3,83.8,15.2,19.3,46,48,166.999992,65.13580247,61.0,31551,18,598,11.02,0.0,52.76,167.0
2023-06-28,19.8,25.7,83.3,83.8,15.2,18.2,46,48,166.999992,65.13580247,61.0,31551,18,598,11.04,0.0,52.76,167.0
2023-06-29,20.5,26.0,83.3,83.6,15.3,19.9,46,48,166.999992,65.13580247,61.0,31551,18,598,11.04,0.0,52.76,167.0
2023-06-30,20.8,25.7,83.3,83.6,15.4,19.8,46,48,165.999984,64.56790123,61.1,33904,18,648,11.02,0.0,52.3,166.0
2023-07-01,19.8,27.4,83.3,83.8,15.4,18.2,46,48,165.999984,64.56790123,61.1,33904,18,648,11.0,0.0,52.3,166.0
2023-07-02,20.5,25.7,83.3,83.7,15.4,18.0,46,48,165.999984,64.56790123,61.1,33904,18,648,11.04,0.0,52.3,166.0
2023-07-03,19.7,26.6,83.2,83.7,15.0,19.9,46,48,165.999984,63.91358025,61.5,34047,18,658,10.89,0.0,51.77,166.0
2023-07-04,19.8,26.4,83.3,83.6,15.3,18.6,46,48,165.999984,63.91358025,61.5,34047,18,658,11.07,0.0,51.77,166.0
2023-07-05,19.3,26.2,83.3,83.8,15.0,18.5,46,48,165.999984,63.91358025,61.5,34047,18,658,11.01,0.0,51.77,166.0
2023-07-06,19.8,26.8,83.3,83.7,15.2,19.1,46,48,165.999984,63.91358025,61.5,34047,18,658,10.84,0.0,51.77,166.0
2023-07-07,20.0,26.1,83.2,83.7,15.1,19.9,46,48,165.0,62.86419753,61.9,31212,18,613,10.84,0.0,50.92,165.0
2023-07-08,19.2,25.8,83.3,83.7,15.1,18.6,46,48,165.0,62.86419753,61.9,31212,18,613,10.96,0.0,50.92,165.0
2023-07-09,21.6,25.8,83.2,83.6,15.7,19.8,47,48,165.0,62.86419753,61.9,31212,18,613,11.01,0.0,50.92,165.0
2023-07-10,19.7,28.3,83.3,84.3,15.0,20.1,46,49,163.999992,61.50617284,62.5,33320,18,669,11.01,0.0,49.81,164.0
2023-07-11,18.4,26.8,83.5,83.8,14.8,18.1,46,48,163.999992,61.50617284,62.5,33320,18,669,10.93,0.0,49.81,164.0
2023-07-12,20.0,25.9,83.3,83.8,15.1,18.5,46,48,163.999992,61.50617284,62.5,33320,18,669,10.99,0.0,49.81,164.0
2023-07-13,21.0,25.7,83.3,83.7,15.2,18.8,46,48,163.999992,61.50617284,62.5,33320,18,669,10.98,0.0,49.81,164.0
2023-07-14,20.3,26.0,83.3,83.7,14.7,19.1,46,48,168.0,65.01234568,61.3,33451,18,635,11.33,0.0,52.66,168.0
2023-07-15,19.4,26.1,83.4,83.7,14.6,18.0,46,48,168.0,65.01234568,61.3,33451,18,635,11.01,0.0,52.66,168.0
2023-07-16,19.4,25.9,83.4,83.7,14.4,18.2,46,48,168.0,65.01234568,61.3,33451,18,635,11.06,0.0,52.66,168.0
2023-07-17,19.7,26.3,83.0,83.7,14.6,19.0,46,48,168.999984,65.74074074,61.3,34327,18,645,11.06,0.0,52.66,169.0
2023-07-18,19.2,26.3,83.4,83.7,14.6,18.5,45,48,168.999984,65.74074074,61.1,34327,18,645,11.01,0.0,53.25,169.0
2023-07-19,19.4,25.6,83.4,83.7,14.6,17.9,45,48,168.999984,65.74074074,61.1,34327,18,645,11.01,0.0,53.25,169.0
2023-07-20,19.5,25.9,83.1,83.5,14.5,19.0,46,48,168.999984,65.74074074,61.1,34327,18,645,11.02,0.0,53.25,169.0
2023-07-21,19.0,27.4,83.2,83.8,14.6,19.0,46,48,169.999992,66.4691358,60.9,34506,18,641,11.04,0.0,53.84,170.0
2023-07-22,18.5,26.0,83.2,83.6,14.5,18.1,45,48,169.999992,66.4691358,60.9,34506,18,641,11.03,0.0,53.84,170.0
2023-07-23,19.4,26.6,83.1,83.6,14.5,18.1,45,48,169.999992,66.4691358,60.9,34506,18,641,11.04,0.0,53.84,170.0
2023-07-24,18.9,26.6,83.1,83.6,14.5,19.6,45,48,165.0,63.19753086,61.7,34543,18,675,11.02,0.0,51.19,165.0
2023-07-25,19.2,26.2,83.2,83.6,14.5,17.7,45,48,165.0,63.19753086,61.7,34543,18,675,11.04,0.0,51.19,165.0
2023-07-26,19.0,26.3,83.2,83.5,14.5,18.0,45,48,165.0,63.19753086,61.7,34543,18,675,11.03,0.0,51.19,165.0
2023-07-27,18.9,25.8,83.2,83.6,14.6,19.5,45,48,166.999992,64.45679012,61.4,34394,18,659,11.01,0.0,52.21,167.0
2023-07-28,19.5,25.9,83.2,83.6,14.6,18.0,45,48,166.999992,64.45679012,61.4,34394,18,659,11.01,0.0,52.21,167.0
2023-07-29,20.4,25.3,83.2,83.6,14.6,18.7,45,48,166.999992,64.45679012,61.4,34394,18,659,11.01,0.0,52.21,167.0
2023-07-30,20.9,26.0,83.2,83.7,14.6,19.6,45,48,165.999984,62.58024691,62.3,34718,18,685,11.0,0.0,50.69,166.0
2023-07-31,19.7,25.9,83.2,83.7,14.6,21.6,45,48,165.999984,62.58024691,62.3,34718,18,685,11.01,0.0,50.69,166.0
2023-08-01,20.4,25.5,83.2,83.7,14.6,18.2,45,48,165.999984,62.58024691,62.3,34718,18,685,11.02,0.0,50.69,166.0
2023-08-02,20.7,25.6,83.2,83.7,14.6,18.2,45,48,165.999984,62.58024691,62.3,34718,18,685,11.05,0.0,50.69,166.0
2023-08-03,20.0,25.7,83.0,83.5,14.6,19.6,46,48,165.999984,62.58024691,62.3,34718,18,685,11.01,0.0,50.69,166.0
2023-08-04,19.6,25.9,83.0,83.5,14.6,18.9,46,48,165.999984,62.75308642,62.2,33124,18,652,11.02,0.0,50.83,166.0
2023-08-05,19.4,25.3,83.0,83.3,14.6,18.2,46,48,165.999984,62.75308642,62.2,33124,18,652,11.05,0.0,50.83,166.0
2023-08-06,18.9,26.0,83.1,83.7,14.6,18.1,46,48,165.999984,62.75308642,62.2,33124,18,652,11.04,0.0,50.83,166.0
2023-08-07,18.9,26.5,83.1,83.7,14.8,20.2,46,48,163.999992,61.01234568,62.8,32729,18,662,11.02,0.0,49.42,164.0
2023-08-08,18.9,26.9,83.4,83.7,14.6,18.0,46,48,163.999992,61.01234568,62.8,32729,18,662,11.03,0.0,49.42,164.0
2023-08-09,19.4,25.8,83.4,83.7,14.8,18.0,46,48,163.999992,61.01234568,62.8,32729,18,662,11.03,0.0,49.42,164.0
2023-08-10,19.9,25.4,83.4,83.7,14.6,18.2,46,48,163.999992,61.01234568,62.8,32729,18,662,10.93,0.0,49.42,164.0
2023-08-11,20.9,25.2,83.4,83.7,14.6,18.9,46,48,165.999984,63.24691358,61.9,33999,18,664,11.21,0.0,51.23,166.0
2023-08-12,20.2,26.0,83.4,83.7,14.6,18.5,46,48,165.999984,63.24691358,61.9,33999,18,664,10.91,0.0,51.23,166.0
2023-08-13,20.2,26.0,83.4,83.7,14.6,18.5,46,48,165.999984,63.24691358,61.9,33999,18,664,11.03,0.0,51.23,166.0
2023-08-14,20.7,25.4,83.4,83.8,14.9,19.9,46,48,163.999992,60.83950617,62.9,32027,18,650,10.97,0.0,49.28,164.0
2023-08-15,20.5,25.2,83.4,83.8,14.5,17.9,45,48,163.999992,60.83950617,62.9,32027,18,650,11.05,0.0,49.28,164.0
2023-08-16,19.4,25.5,83.4,83.8,14.3,17.9,46,48,163.999992,60.83950617,62.9,32027,18,650,10.95,0.0,49.28,164.0
2023-08-17,20.5,25.7,83.3,83.7,14.2,18.8,46,48,166.999992,63.62962963,61.9,32497,18,631,10.95,0.0,51.54,167.0
2023-08-18,21.1,25.1,83.8,83.7,14.4,17.6,46,48,166.999992,63.62962963,61.9,32497,18,631,11.03,0.0,51.54,167.0
2023-08-19,20.8,25.1,83.3,83.7,14.2,18.0,47,48,166.999992,63.62962963,61.9,32497,18,631,10.99,0.0,51.54,167.0
2023-08-20,21.1,25.1,83.3,83.6,14.5,18.8,46,47,163.999992,60.51851852,63.1,32000,18,672,10.99,0.0,49.02,164.0
2023-08-21,20.0,25.0,83.3,83.5,14.3,17.9,46,47,163.999992,60.51851852,63.1,32000,18,672,11.08,0.0,49.02,164.0
2023-08-22,20.6,25.0,83.3,83.5,14.4,17.4,46,47,163.999992,60.51851852,63.1,32000,18,672,10.96,0.0,49.02,164.0
2023-08-23,21.0,25.1,83.2,83.5,14.4,18.8,46,47,162.0,58.32098765,64.0,33712,18,714,11.03,0.0,47.24,162.0
2023-08-24,21.0,25.0,83.2,83.6,14.7,18.4,47,47,162.0,58.32098765,64.0,33712,18,714,10.97,0.0,47.24,162.0
2023-08-25,20.9,25.0,83.2,83.5,14.7,18.5,47,47,162.0,58.32098765,64.0,33712,18,714,11.06,0.0,47.24,162.0
2023-08-26,20.8,25.1,83.1,83.5,15.0,19.5,47,47,157.999992,53.56790123,66.1,32455,18,748,10.93,0.0,43.39,158.0
2023-08-27,21.0,24.8,83.1,83.5,14.9,18.1,47,47,157.999992,53.56790123,66.1,32455,18,748,11.0,0.0,43.39,158.0
2023-08-28,21.0,24.8,83.1,83.5,14.9,19.5,47,47,157.999992,53.56790123,66.1,32455,18,748,11.09,0.0,43.39,158.0
2023-08-29,19.5,25.3,83.0,83.5,14.7,19.2,47,47,159.0,56.92592593,64.2,31672,18,687,11.01,0.0,46.11,159.0
2023-08-30,20.8,25.7,83.1,83.4,15.0,18.6,46,47,159.0,56.92592593,64.2,31672,18,687,11.05,0.0,46.11,159.0
2023-08-31,20.8,25.7,83.1,83.6,14.8,19.0,46,47,159.0,56.92592593,64.2,31672,18,687,11.04,0.0,46.11,159.0
2023-09-01,21.0,25.6,83.4,83.6,14.8,19.6,46,47,159.0,56.92592593,64.2,31672,18,687,11.03,0.0,46.11,159.0
2023-09-02,21.0,25.3,83.3,83.6,14.8,19.8,46,47,159.0,56.28395062,64.6,32255,18,708,11.01,0.0,45.59,159.0
2023-09-03,20.8,25.2,83.4,83.6,15.0,19.0,46,47,159.0,56.28395062,64.6,32255,18,708,11.04,0.0,45.59,159.0
2023-09-04,20.8,25.5,83.3,83.6,14.8,18.6,46,47,159.0,56.28395062,64.6,32255,18,708,11.06,0.0,45.59,159.0
2023-09-05,21.6,24.6,83.4,83.6,15.5,18.7,46,47,159.0,56.28395062,64.6,32255,18,708,11.03,0.0,45.59,159.0
2023-09-06,20.8,25.3,83.4,83.6,15.0,20.2,46,47,159.0,56.92592593,64.2,32291,18,700,11.04,0.0,46.11,159.0
2023-09-07,20.0,27.2,83.0,83.7,14.6,18.1,46,49,159.0,56.92592593,64.2,32291,18,700,11.04,0.0,46.11,159.0
2023-09-08,19.4,25.9,83.1,83.5,14.6,17.0,47,49,159.0,56.92592593,64.2,32291,18,700,10.97,0.0,46.11,159.0
2023-09-09,18.9,24.6,78.8,83.0,14.0,17.0,47,49,159.0,56.92592593,64.2,32291,18,700,11.1,0.0,46.11,159.0
2023-09-10,18.9,24.6,78.8,83.0,14.0,17.0,47,49,166.999992,64.12345679,61.6,31486,18,606,11.09,0.0,51.94,167.0
2023-09-11,20.3,24.2,83.1,83.5,13.7,18.5,47,48,147.8125,56.1720679,62.0,32417,18,638,10.26,2.5,50.79,165.0
2023-09-12,16.2,20.9,81.4,81.9,15.9,17.6,39,43,165.0,62.7037037,62.0,32417,18,638,10.26,0.0,50.79,165.0
2023-09-13,15.9,21.8,81.2,81.7,14.9,17.8,39,43,165.0,62.7037037,62.0,32417,18,638,11.03,0.0,50.79,165.0
2023-09-14,16.7,21.6,81.2,81.5,15.3,18.4,37,42,165.0,62.7037037,62.0,32417,18,638,11.01,0.0,50.79,165.0
2023-09-15,17.8,21.2,80.5,81.3,16.0,18.9,38,41,165.0,62.7037037,62.0,32417,18,638,11.03,0.0,50.79,165.0
2023-09-16,16.0,29.0,79.0,81.1,15.6,19.4,29,44,165.0,62.7037037,62.0,32417,18,638,11.01,0.0,50.79,165.0
2023-09-17,16.3,25.2,79.0,86.0,16.0,19.5,29,40,89.7,26.07407407,70.9,19067,18,903,22.61,0.0,21.14,89.7
2023-09-18,13.5,45.3,79.9,87.5,16.3,41.3,40,47,147.3,42.02469136,71.5,28279,18,831,21.73,0.0,34.0,147.3
2023-09-19,23.0,27.5,81.2,81.8,16.3,18.6,45,47,178.099992,60.44444444,71.5,35140,18,718,15.02,0.0,34.0,178.1
2023-09-20,21.7,27.0,80.1,81.3,15.8,18.2,45,84,180.699984,67.50617284,62.7,35554,18,650,15.06,0.0,54.59,180.7
2023-09-21,21.4,25.9,80.8,81.1,15.2,18.2,44,47,180.999984,68.14814815,62.7,35592,18,645,14.84,0.0,54.59,181.0
2023-09-22,22.5,25.6,80.8,81.1,15.5,17.7,42,47,180.999984,68.14814815,62.7,35592,18,645,15.0,0.0,54.69,181.0
2023-09-23,21.9,25.4,80.4,80.7,14.7,17.2,46,47,175.699992,66.14814815,61.9,34272,18,640,13.12,0.0,54.22,175.7
2023-09-24,21.6,24.8,80.1,82.7,15.2,18.5,47,47,166.999992,62.81481481,61.9,32072,18,630,11.09,0.0,51.54,167.0
2023-09-25,20.6,25.1,80.1,80.6,14.5,19.2,46,47,162.999984,59.82716049,63.3,30661,18,633,11.0,0.0,48.46,163.0
2023-09-26,20.2,24.9,80.1,80.6,14.5,18.4,46,47,162.999984,59.82716049,63.3,30661,18,633,11.03,0.0,48.46,163.0
2023-09-27,20.2,24.9,80.1,80.6,14.5,18.4,46,47,162.999984,59.82716049,63.3,30661,18,633,10.97,0.0,48.46,163.0
2023-09-28,19.4,24.8,80.1,80.6,14.5,18.4,46,47,162.999984,59.82716049,63.3,30661,18,633,11.05,0.0,48.46,163.0
2023-09-29,20.9,24.7,80.0,80.5,14.8,19.1,46,47,162.999984,59.82716049,63.3,30661,18,633,10.72,0.0,48.46,163.0
2023-09-30,20.9,24.9,80.0,80.5,15.3,19.2,45,47,157.999992,56.71604938,64.1,29415,18,640,11.03,0.0,45.94,158.0
2023-10-01,21.0,24.9,79.8,80.3,15.8,19.4,46,47,157.999992,56.71604938,64.1,29415,18,640,10.99,0.0,45.94,158.0
2023-10-02,20.2,24.7,79.9,80.4,15.1,19.2,45,47,157.999992,56.71604938,64.1,29415,18,640,11.0,0.0,45.94,158.0
2023-10-03,20.8,25.0,79.9,80.4,14.8,20.4,46,47,156.0,54.60493827,65.0,29249,18,661,11.02,0.0,44.23,156.0
2023-10-04,15.0,25.8,74.5,80.3,14.5,18.8,30,48,156.0,54.60493827,65.0,29249,18,661,10.99,0.0,44.23,156.0
2023-10-05,15.4,22.6,73.9,75.2,15.7,18.7,30,42,156.0,54.60493827,65.0,29249,18,661,11.01,0.0,44.23,156.0
2023-10-06,15.2,22.8,73.7,74.7,15.4,18.7,30,42,156.0,54.60493827,65.0,29249,18,661,11.0,0.0,44.23,156.0
2023-10-07,15.8,26.2,73.6,78.7,16.0,18.2,32,41,143.7,50.02469136,65.2,26291,18,649,11.28,0.0,40.51,143.7
2023-10-09,22.8,30.7,81.5,82.4,16.9,21.1,45,47,164.199984,25.25925926,84.6,35171,18,1719,26.82,0.0,20.48,164.2
2023-10-10,22.9,26.1,80.1,84.4,16.7,19.0,46,47,167.4,24.09876543,85.6,31079,18,1592,23.66,0.0,19.53,167.4
2023-10-11,22.5,24.8,80.0,82.9,16.4,19.1,46,47,158.7,25.08641975,84.2,24565,18,1209,20.15,0.0,20.31,158.7
2023-10-12,22.2,25.2,80.0,82.8,16.3,19.6,46,47,155.599992,32.62962963,79.0,21373,18,809,20.07,0.0,26.47,155.6
2023-10-13,22.5,24.5,80.0,82.8,16.0,18.0,46,47,154.999992,34.34567901,77.9,21263,18,764,20.05,0.0,27.75,155.0
2023-10-14,22.1,24.2,79.7,81.1,14.2,16.9,46,48,156.9,38.82716049,75.3,21119,18,672,19.96,0.0,31.39,156.9
2023-10-15,22.0,24.7,80.3,80.7,16.3,18.7,47,47,158.599992,41.33333333,73.9,21188,18,633,20.1,0.0,33.53,158.6
